timestamp,ecg,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,status_ecg,status_imu
16:12:52.443,0.1968,128.85,-4.51,10.87,-10.10,-1.22,0.32,NORMAL,NORMAL
16:12:52.544,-0.4858,129.94,-0.04,9.40,-9.21,-0.36,-1.65,NORMAL,NORMAL
16:12:52.645,0.6018,130.94,0.04,11.26,-8.31,0.07,0.15,NORMAL,NORMAL
16:12:52.745,-0.0660,131.83,-4.04,10.16,-7.38,1.24,0.83,NORMAL,NORMAL
16:12:52.846,-0.3368,132.61,1.92,9.22,-6.43,-2.08,-1.52,NORMAL,NORMAL
16:12:52.962,1.0300,133.33,2.97,11.95,-5.40,1.58,2.71,NORMAL,NORMAL
16:12:53.063,-0.3114,133.93,-0.95,8.09,-4.34,-0.32,-0.47,NORMAL,NORMAL
16:12:53.164,-0.1948,134.36,0.48,9.01,-3.35,-0.83,-0.61,NORMAL,NORMAL
16:12:53.265,0.4506,134.69,-1.57,9.30,-2.35,0.52,0.89,NORMAL,NORMAL
16:12:53.366,-0.3361,134.90,-1.39,10.60,-1.35,0.46,-1.03,NORMAL,NORMAL
16:12:53.466,-0.0534,134.99,-1.21,10.00,-0.34,-0.14,-2.04,NORMAL,NORMAL
16:12:53.567,0.5631,134.98,2.90,10.79,0.66,0.37,-0.46,NORMAL,NORMAL
16:12:53.668,-0.4408,134.84,2.08,9.34,1.67,-0.20,1.14,NORMAL,NORMAL
16:12:53.768,-0.0780,134.60,-0.27,7.24,2.66,0.85,-1.11,NORMAL,NORMAL
16:12:53.869,0.5504,134.24,-0.01,12.08,3.66,-0.89,-1.34,NORMAL,NORMAL
16:12:53.970,-0.2834,1.23,0.59,8.49,4.65,1.27,0.79,NORMAL,NORMAL
16:12:54.071,-0.1803,1.82,-0.80,9.81,5.62,0.90,-0.74,NORMAL,NORMAL
16:12:54.171,0.6706,2.51,3.29,10.79,6.58,0.27,0.48,NORMAL,NORMAL
16:12:54.272,-0.2044,3.30,0.01,11.01,7.52,0.13,-0.31,NORMAL,NORMAL
16:12:54.373,-0.3700,4.21,0.58,9.68,8.45,-0.10,-0.16,NORMAL,NORMAL
16:12:54.474,1.3205,5.22,-0.59,10.21,9.35,0.65,-0.13,NORMAL,NORMAL
16:12:54.575,-0.0716,6.33,0.07,10.22,10.23,-3.43,0.09,NORMAL,RED_FLAG_FATIGUE
16:12:54.676,-0.3601,7.54,0.67,9.51,11.08,0.22,-0.21,NORMAL,NORMAL
16:12:54.776,0.3638,8.84,0.94,10.79,11.91,0.02,1.08,NORMAL,NORMAL
16:12:54.877,0.3140,10.24,-0.84,11.24,12.70,0.43,-0.90,NORMAL,NORMAL
16:12:54.977,-0.4235,11.72,-1.55,9.37,13.46,-0.42,0.66,NORMAL,NORMAL
16:12:55.079,0.0137,13.29,-1.14,8.88,14.19,0.73,-0.93,NORMAL,NORMAL
16:12:55.179,0.4743,14.94,2.07,10.10,14.88,-1.38,-0.15,NORMAL,NORMAL
16:12:55.280,-0.3636,16.66,-1.49,11.57,15.54,-0.44,0.76,NORMAL,NORMAL
16:12:55.381,-0.3344,18.46,-0.34,11.85,16.15,0.07,-0.39,NORMAL,NORMAL
16:12:55.482,0.6208,20.33,1.26,10.20,16.73,0.12,-1.01,NORMAL,NORMAL
16:12:55.583,0.0794,22.26,0.31,12.01,17.26,0.33,-0.49,NORMAL,NORMAL
16:12:55.684,-0.3952,24.25,-3.09,11.16,17.75,0.11,1.27,NORMAL,NORMAL
16:12:55.785,0.0478,26.28,2.08,9.39,18.19,-0.08,1.62,NORMAL,NORMAL
16:12:55.885,0.7642,28.37,-1.83,10.88,18.58,-1.51,-0.58,NORMAL,NORMAL
16:12:55.986,-0.0464,104.50,2.55,10.07,18.93,-0.05,0.45,NORMAL,NORMAL
16:12:56.087,-0.4811,102.34,2.16,9.33,19.23,-1.06,-0.66,NORMAL,NORMAL
16:12:56.188,0.2235,100.14,-3.07,11.70,19.49,-0.13,1.16,NORMAL,NORMAL
16:12:56.289,0.5202,97.91,1.73,11.62,19.69,0.17,0.26,NORMAL,NORMAL
16:12:56.390,-0.1500,95.67,0.89,10.71,19.84,0.93,0.00,NORMAL,NORMAL
16:12:56.490,-0.4489,93.42,-0.99,10.51,19.94,1.78,0.25,NORMAL,NORMAL
16:12:56.591,0.2231,91.15,-0.41,9.50,19.99,0.24,-1.69,NORMAL,NORMAL
16:12:56.692,0.3477,88.88,0.22,10.97,19.99,2.42,1.31,NORMAL,NORMAL
16:12:56.793,-0.2074,86.61,1.55,12.15,19.94,-0.32,-0.17,NORMAL,NORMAL
16:12:56.894,-0.5677,84.35,-1.62,10.04,19.84,0.98,1.25,NORMAL,NORMAL
16:12:56.996,0.1529,82.10,-0.22,9.79,19.69,-1.54,1.56,NORMAL,NORMAL
16:12:57.096,0.5606,79.88,3.81,9.80,19.49,-0.33,-0.14,NORMAL,NORMAL
16:12:57.197,0.0382,77.68,3.61,8.86,19.24,0.73,-2.87,NORMAL,NORMAL
16:12:57.298,-0.4634,75.50,-0.40,8.32,18.93,-0.95,0.16,NORMAL,NORMAL
16:12:57.399,-0.1132,73.37,1.57,9.11,18.58,-0.57,-1.64,NORMAL,NORMAL
16:12:57.500,0.9545,71.28,0.31,8.86,18.19,-0.77,0.23,NORMAL,NORMAL
16:12:57.602,0.2888,69.24,2.69,10.37,17.75,-0.72,0.62,NORMAL,NORMAL
16:12:57.702,-0.3115,67.26,2.66,10.58,17.26,-1.69,-0.43,NORMAL,NORMAL
16:12:57.803,-0.3774,65.32,-3.57,9.92,16.73,1.09,-0.36,NORMAL,NORMAL
16:12:57.904,0.1155,63.46,-3.30,10.10,16.15,-1.62,-0.44,NORMAL,NORMAL
16:12:58.005,1.0778,73.34,-4.80,10.44,15.54,-0.49,-0.37,NORMAL,NORMAL
16:12:58.106,0.2001,75.07,0.83,12.05,14.88,-1.51,0.32,NORMAL,NORMAL
16:12:58.207,-0.4494,76.72,-1.58,10.24,14.19,0.75,1.68,NORMAL,NORMAL
16:12:58.307,-0.4099,78.28,0.62,9.86,13.46,1.03,1.20,NORMAL,NORMAL
16:12:58.408,-0.0092,79.77,2.74,7.56,12.70,0.40,1.84,NORMAL,NORMAL
16:12:58.509,1.3170,81.16,1.73,10.19,11.90,-0.62,1.69,NORMAL,NORMAL
16:12:58.610,0.3578,82.46,1.54,9.92,11.08,-1.02,1.05,NORMAL,NORMAL
16:12:58.710,-0.1444,83.67,1.16,10.10,10.23,-0.30,0.07,NORMAL,NORMAL
16:12:58.811,-0.4684,84.78,-3.94,8.53,9.35,-0.62,-0.19,NORMAL,NORMAL
16:12:58.926,-0.2564,85.80,-3.98,9.45,8.44,0.80,-0.84,NORMAL,NORMAL
16:12:59.028,0.3170,86.82,-1.40,9.56,7.38,-1.12,-0.40,NORMAL,NORMAL
16:12:59.129,0.5173,87.61,1.26,8.52,6.43,-1.97,1.75,NORMAL,NORMAL
16:12:59.230,0.2216,88.28,-0.43,10.36,5.47,-0.48,0.01,NORMAL,NORMAL
16:12:59.331,-0.3257,88.85,-0.37,9.28,4.50,-0.44,-0.48,NORMAL,NORMAL
16:12:59.431,-0.5103,89.30,-5.90,9.53,3.51,0.25,1.38,NORMAL,RED_FLAG_FATIGUE
16:12:59.533,-0.2788,89.64,3.55,10.07,2.51,-1.08,0.14,NORMAL,NORMAL
16:12:59.634,0.0433,89.87,1.42,9.18,1.50,-0.11,0.15,RED_FLAG_ARRHYTHMIA,NORMAL
16:12:59.734,1.3821,89.99,-1.84,9.45,0.50,0.15,-0.90,NORMAL,NORMAL
16:12:59.835,0.3031,89.99,0.05,10.03,-0.51,0.11,0.74,NORMAL,NORMAL
16:12:59.936,-0.0005,89.87,4.28,11.02,-1.52,0.58,-0.17,NORMAL,NORMAL
16:13:00.037,-0.2557,45.36,-0.32,11.42,-2.52,-0.88,-0.39,RED_FLAG_ARRHYTHMIA,NORMAL
16:13:00.137,-0.5378,45.70,-1.91,9.60,-3.52,0.40,-0.80,NORMAL,NORMAL
16:13:00.238,-0.3077,46.16,-2.14,11.02,-4.50,-0.66,-0.06,NORMAL,NORMAL
16:13:00.339,0.1116,46.72,2.80,9.26,-5.48,0.37,0.50,NORMAL,NORMAL
16:13:00.440,0.5481,47.40,-1.66,9.18,-6.44,-0.38,-0.22,NORMAL,NORMAL
16:13:00.541,0.6791,48.18,-0.82,8.19,-7.39,-0.48,0.94,NORMAL,NORMAL
16:13:00.642,0.3671,49.07,0.15,9.97,-8.31,0.02,0.14,NORMAL,NORMAL
16:13:00.742,0.0356,50.07,0.85,9.77,-9.22,-1.44,-1.71,NORMAL,NORMAL
16:13:00.843,-0.2325,51.16,-2.27,11.00,-10.10,-0.06,1.71,NORMAL,NORMAL
16:13:00.948,-0.4332,52.40,-0.39,9.02,-10.99,1.62,-0.34,NORMAL,NORMAL
16:13:01.052,-0.4554,53.74,2.78,10.32,-11.84,-1.82,1.38,NORMAL,NORMAL
16:13:01.153,-0.2574,55.13,1.93,12.22,-12.64,-0.53,0.59,NORMAL,NORMAL
16:13:01.253,0.0925,56.61,0.58,9.78,-13.41,-0.76,-0.60,NORMAL,NORMAL
16:13:01.354,0.2660,58.17,0.59,9.41,-14.14,-2.09,0.18,NORMAL,NORMAL
16:13:01.455,0.8797,59.81,-2.60,9.92,-14.83,-1.73,-1.59,NORMAL,NORMAL
16:13:01.556,0.7463,61.53,-1.20,10.63,-15.49,-0.76,-0.17,NORMAL,NORMAL
16:13:01.657,0.4938,63.32,0.90,11.47,-16.11,1.39,-0.45,NORMAL,NORMAL
16:13:01.758,0.3510,65.19,-0.51,9.03,-16.68,-0.28,-0.18,NORMAL,NORMAL
16:13:01.858,0.0760,67.11,-1.69,9.30,-17.22,1.49,-1.45,NORMAL,NORMAL
16:13:01.959,-0.2712,69.10,4.39,9.92,-17.71,-0.97,0.30,NORMAL,NORMAL
16:13:02.060,-0.2939,63.87,1.23,10.30,-18.16,0.51,0.46,NORMAL,NORMAL
16:13:02.161,-0.4099,61.78,-1.07,10.28,-18.56,-2.40,-1.56,NORMAL,NORMAL
16:13:02.262,-0.4549,59.67,1.15,10.69,-18.91,-0.64,-2.96,NORMAL,NORMAL
16:13:02.362,-0.4091,57.51,5.49,9.02,-19.21,0.85,1.26,NORMAL,RED_FLAG_FATIGUE
16:13:02.463,-0.4227,55.31,2.06,8.36,-19.47,0.19,-0.44,NORMAL,NORMAL
16:13:02.564,-0.2966,53.10,-0.18,11.07,-19.67,-0.39,0.61,NORMAL,NORMAL
16:13:02.665,-0.1330,50.85,0.11,7.88,-19.83,-0.82,-0.88,NORMAL,NORMAL
16:13:02.766,-0.0385,48.59,-1.28,11.31,-19.94,-2.41,-1.33,NORMAL,NORMAL
16:13:02.867,0.2259,46.32,1.83,10.83,-19.99,-0.50,-0.34,RED_FLAG_ARRHYTHMIA,NORMAL
16:13:02.969,0.2067,44.03,0.29,8.60,-20.00,0.70,-0.26,NORMAL,NORMAL
16:13:03.070,0.2511,41.76,-1.37,10.62,-19.95,-0.40,-0.82,NORMAL,NORMAL
16:13:03.171,0.4375,39.50,-2.19,9.61,-19.85,0.39,-0.06,NORMAL,NORMAL
16:13:03.272,0.4874,37.25,-1.75,9.38,-19.70,0.53,-0.57,NORMAL,NORMAL
16:13:03.372,0.7225,35.03,0.21,9.99,-19.50,1.01,-0.95,NORMAL,NORMAL
16:13:03.473,0.9950,32.84,1.52,9.85,-19.26,-0.60,-1.52,NORMAL,NORMAL
16:13:03.574,1.1690,30.67,-1.34,9.29,-18.96,0.40,-0.09,NORMAL,NORMAL
16:13:03.674,1.3132,28.55,0.43,9.13,-18.62,-1.60,-1.23,NORMAL,NORMAL
16:13:03.775,1.2752,26.46,0.65,9.95,-18.22,-0.24,-1.31,NORMAL,NORMAL
16:13:03.876,1.2933,24.41,-1.39,10.26,-17.78,-1.36,-1.73,NORMAL,NORMAL
16:13:03.977,1.2868,22.42,2.00,8.33,-17.30,-0.78,-0.63,NORMAL,NORMAL
16:13:04.078,1.3058,114.51,0.79,8.14,-16.77,0.52,-1.81,NORMAL,NORMAL
16:13:04.179,1.2401,116.38,-0.40,10.58,-16.20,-0.55,0.12,NORMAL,NORMAL
16:13:04.279,1.3029,118.19,3.57,10.54,-15.59,-0.59,1.86,NORMAL,NORMAL
16:13:04.380,1.0173,119.92,0.25,11.93,-14.94,0.47,0.43,NORMAL,NORMAL
16:13:04.481,0.7650,121.58,-0.95,11.09,-14.25,-0.79,-0.01,NORMAL,NORMAL
16:13:04.582,0.6090,123.15,-2.11,9.32,-13.52,-1.30,0.66,NORMAL,NORMAL
16:13:04.683,0.2687,124.65,-3.14,9.54,-12.76,-1.86,0.23,NORMAL,NORMAL
16:13:04.784,0.2364,126.05,-0.40,10.34,-11.97,-0.02,0.41,NORMAL,NORMAL
16:13:04.885,0.1839,127.36,1.41,8.35,-11.15,0.36,-0.24,NORMAL,NORMAL
16:13:04.986,-0.0115,128.58,0.68,9.70,-10.29,-0.08,-0.33,RED_FLAG_ARRHYTHMIA,NORMAL
16:13:05.087,0.0221,129.70,2.23,7.87,-9.42,-1.46,-0.00,NORMAL,NORMAL
16:13:05.188,-0.0506,130.72,1.24,10.25,-8.51,0.45,-1.52,NORMAL,NORMAL
16:13:05.289,-0.2188,131.63,2.53,9.14,-7.59,0.23,0.02,NORMAL,NORMAL
16:13:05.389,-0.3350,132.44,-1.20,8.73,-6.65,0.52,0.97,NORMAL,NORMAL
16:13:05.490,-0.3780,133.14,-0.52,9.06,-5.69,0.88,2.00,NORMAL,NORMAL
16:13:05.591,-0.5087,133.73,-0.41,10.29,-4.72,-0.24,0.34,NORMAL,NORMAL
16:13:05.692,-0.5016,134.21,0.90,8.89,-3.74,0.93,-1.43,NORMAL,NORMAL
16:13:05.792,-0.4868,134.58,1.04,9.72,-2.74,-0.47,1.52,NORMAL,NORMAL
16:13:05.893,-0.1610,134.83,1.43,9.14,-1.74,-2.49,0.71,RED_FLAG_ARRHYTHMIA,NORMAL
16:13:05.994,-0.0607,134.97,1.28,8.85,-0.73,-0.56,-1.22,NORMAL,NORMAL
16:13:06.095,0.0791,0.00,-3.74,9.59,0.28,-0.35,-1.74,NORMAL,NORMAL
16:13:06.196,0.2832,0.09,-2.65,10.46,1.29,-0.21,-0.70,NORMAL,NORMAL
16:13:06.297,0.3686,0.30,-0.18,9.65,2.29,0.85,0.38,NORMAL,NORMAL
16:13:06.398,0.9003,0.61,-0.25,10.87,3.29,0.72,0.09,NORMAL,NORMAL
16:13:06.499,0.8011,1.04,-0.03,11.25,4.28,0.10,-1.01,NORMAL,NORMAL
16:13:06.600,0.3015,1.59,0.48,9.63,5.26,1.31,0.08,NORMAL,NORMAL
16:13:06.700,0.0082,2.24,-0.46,10.62,6.23,-0.19,0.42,NORMAL,NORMAL
16:13:06.801,-0.2160,3.00,1.13,9.89,7.18,0.94,1.01,NORMAL,NORMAL
16:13:06.908,-0.4363,3.90,0.33,10.63,8.15,0.75,-0.11,NORMAL,NORMAL
16:13:07.012,-0.5966,4.92,-0.42,10.40,9.10,-0.90,0.09,NORMAL,NORMAL
16:13:07.112,-0.2774,6.00,-1.32,10.30,9.98,1.84,0.40,NORMAL,NORMAL
16:13:07.213,-0.0390,7.19,3.92,10.62,10.84,-0.05,-0.85,NORMAL,NORMAL
16:13:07.314,0.1994,8.47,-0.14,10.12,11.68,1.61,1.33,NORMAL,NORMAL
16:13:07.415,0.4417,9.84,0.39,9.72,12.48,0.17,-0.21,NORMAL,NORMAL
16:13:07.517,1.2181,11.29,0.85,9.02,13.25,-0.04,1.02,NORMAL,NORMAL
16:13:07.618,0.2343,12.86,2.40,8.50,14.00,-0.18,1.22,NORMAL,NORMAL
16:13:07.719,-0.0975,14.49,3.02,9.89,14.70,0.14,-1.01,NORMAL,NORMAL
16:13:07.819,-0.4196,16.19,2.83,9.52,15.36,0.09,0.50,NORMAL,NORMAL
16:13:07.920,-0.5212,17.97,1.88,7.01,15.99,-2.50,-0.02,NORMAL,NORMAL
16:13:08.021,-0.2870,19.82,-1.13,9.62,16.58,0.74,-0.13,NORMAL,NORMAL
16:13:08.122,0.1274,113.28,0.83,11.21,17.12,2.07,0.51,NORMAL,NORMAL
16:13:08.222,0.3460,111.30,-2.60,8.51,17.62,0.29,-0.86,NORMAL,NORMAL
16:13:08.323,1.0565,109.28,-0.59,8.63,18.07,-0.50,1.62,NORMAL,NORMAL
16:13:08.424,0.2699,107.20,0.84,10.47,18.48,-1.00,1.23,NORMAL,NORMAL
16:13:08.525,-0.1797,105.09,1.13,8.86,18.84,-0.03,1.31,NORMAL,NORMAL
16:13:08.626,-0.4468,102.94,1.61,9.42,19.16,-1.73,-1.84,NORMAL,NORMAL
16:13:08.727,-0.3836,100.74,1.03,10.51,19.42,-1.99,1.37,NORMAL,NORMAL
16:13:08.827,-0.0945,98.53,-4.30,9.22,19.64,0.74,-2.55,NORMAL,NORMAL
16:13:08.948,0.4003,96.26,0.44,9.44,19.81,-1.63,-0.41,NORMAL,NORMAL
16:13:09.063,1.1650,93.29,-0.18,9.17,19.95,-1.63,0.47,NORMAL,NORMAL
16:13:09.164,0.0920,91.01,-4.06,9.03,19.99,-1.12,0.00,NORMAL,NORMAL
16:13:09.264,-0.3316,88.75,0.27,8.16,19.99,0.70,1.08,NORMAL,NORMAL
16:13:09.365,-0.4631,86.49,-2.69,10.55,19.94,0.08,0.46,NORMAL,NORMAL
16:13:09.466,-0.1881,84.23,3.35,10.60,19.84,-0.46,-1.05,NORMAL,NORMAL
16:13:09.567,0.2193,81.99,1.38,9.23,19.68,1.60,-1.45,NORMAL,NORMAL
16:13:09.668,0.8807,79.77,0.18,11.39,19.48,-0.48,-1.19,NORMAL,NORMAL
16:13:09.769,0.1247,77.56,-2.41,10.57,19.22,0.24,0.53,NORMAL,NORMAL
16:13:09.870,-0.3347,75.40,-1.52,10.07,18.92,0.32,-0.54,NORMAL,NORMAL
16:13:09.971,-0.5063,73.27,-1.52,9.86,18.57,1.36,-1.58,NORMAL,NORMAL
16:13:10.073,-0.1626,71.17,-0.21,9.52,18.16,-0.18,-0.16,NORMAL,NORMAL
16:13:10.174,0.3803,65.88,1.10,11.83,17.72,-0.73,0.08,NORMAL,NORMAL
16:13:10.275,1.2923,67.87,0.05,10.55,17.23,0.11,0.88,NORMAL,NORMAL
16:13:10.376,0.1385,69.79,2.61,9.02,16.69,-0.46,-1.83,NORMAL,NORMAL
16:13:10.476,-0.4365,71.65,-0.92,9.88,16.12,-0.10,-0.63,NORMAL,NORMAL
16:13:10.578,-0.3822,73.45,-1.74,8.87,15.50,-1.44,0.58,NORMAL,NORMAL
16:13:10.678,0.0681,75.17,2.30,10.08,14.84,0.32,-1.89,NORMAL,NORMAL
16:13:10.779,0.4382,76.81,1.41,9.73,14.15,0.49,0.94,NORMAL,NORMAL
16:13:10.880,0.2708,78.38,-0.31,10.58,13.41,0.17,-0.37,NORMAL,NORMAL
16:13:10.998,-0.2750,79.86,0.94,9.92,12.64,0.72,1.05,NORMAL,NORMAL
16:13:11.099,-0.4274,81.47,-1.49,8.19,11.71,-0.10,-0.21,NORMAL,NORMAL
16:13:11.200,0.0710,82.75,-6.20,9.93,10.88,-0.54,-0.56,NORMAL,RED_FLAG_FATIGUE
16:13:11.300,0.5198,83.94,-0.27,9.43,10.03,-0.49,1.17,NORMAL,NORMAL
16:13:11.401,0.2757,85.02,-1.69,9.55,9.14,1.12,0.02,NORMAL,NORMAL
16:13:11.502,-0.3580,86.01,1.82,10.26,8.23,2.49,-1.29,NORMAL,NORMAL
16:13:11.603,-0.4488,86.89,-2.55,9.68,7.30,-0.14,-0.17,NORMAL,NORMAL
16:13:11.704,0.0613,87.67,0.03,9.60,6.35,0.88,1.93,NORMAL,NORMAL
16:13:11.804,0.4739,88.33,-0.12,9.83,5.39,0.37,-1.40,NORMAL,NORMAL
16:13:11.905,0.1429,88.89,0.42,7.78,4.41,0.46,-0.19,NORMAL,NORMAL
16:13:12.006,-0.3805,89.34,0.80,11.15,3.42,-2.09,0.25,NORMAL,NORMAL
16:13:12.107,-0.3470,89.67,1.48,11.47,2.43,-0.67,0.14,NORMAL,NORMAL
16:13:12.208,0.2422,45.11,-3.71,8.77,1.42,-0.30,0.16,NORMAL,NORMAL
16:13:12.309,1.1306,45.01,1.76,8.34,0.41,-0.08,-0.12,NORMAL,NORMAL
16:13:12.410,-0.0494,45.02,3.56,9.02,-0.60,1.36,-0.21,NORMAL,NORMAL
16:13:12.511,-0.5213,45.14,-2.00,10.08,-1.60,-0.39,-0.33,NORMAL,NORMAL
16:13:12.611,-0.1349,45.38,1.67,10.80,-2.60,0.47,0.07,NORMAL,NORMAL
16:13:12.712,0.4046,45.73,-0.72,8.88,-3.60,-0.85,-0.26,NORMAL,NORMAL
16:13:12.813,0.3922,46.20,4.55,9.47,-4.58,-1.30,-0.15,NORMAL,NORMAL
16:13:12.917,-0.2346,46.78,-0.27,9.32,-5.57,0.81,0.89,NORMAL,NORMAL
16:13:13.029,-0.3779,47.57,0.26,9.07,-6.66,-1.65,-0.28,NORMAL,NORMAL
16:13:13.130,0.3023,48.37,-1.46,10.26,-7.60,-2.71,-0.31,NORMAL,NORMAL
16:13:13.231,1.3051,49.29,1.28,9.70,-8.52,-1.04,-1.73,NORMAL,NORMAL
16:13:13.332,-0.0982,50.31,-4.11,11.88,-9.42,-0.57,-1.07,NORMAL,NORMAL
16:13:13.432,-0.5156,51.43,-0.59,8.98,-10.30,-0.28,0.32,NORMAL,NORMAL
16:13:13.533,-0.0935,52.64,0.03,10.02,-11.15,0.33,0.57,NORMAL,NORMAL
16:13:13.634,0.5476,53.96,1.13,9.77,-11.97,-0.20,-0.97,NORMAL,NORMAL
16:13:13.735,0.1847,55.36,0.55,9.72,-12.77,1.14,-0.97,NORMAL,NORMAL
16:13:13.836,-0.4513,56.85,-0.04,10.90,-13.52,-1.02,1.25,NORMAL,NORMAL
16:13:13.936,-0.2807,58.42,-3.61,10.95,-14.25,1.20,0.22,NORMAL,NORMAL
16:13:14.037,0.4683,60.08,-0.40,10.37,-14.94,-0.97,-0.28,NORMAL,NORMAL
16:13:14.138,0.3457,61.81,-4.94,9.32,-15.59,0.77,0.27,NORMAL,NORMAL
16:13:14.239,-0.4110,71.38,-0.98,10.30,-16.20,1.75,-1.86,NORMAL,NORMAL
16:13:14.340,-0.4311,69.51,0.69,8.91,-16.77,0.18,-0.67,NORMAL,NORMAL
16:13:14.441,0.2432,67.58,1.13,9.54,-17.30,1.67,2.49,NORMAL,NORMAL
16:13:14.541,1.0899,65.59,-0.28,10.34,-17.78,2.05,-0.80,NORMAL,NORMAL
16:13:14.643,-0.2484,63.54,2.73,10.30,-18.22,-0.57,0.20,NORMAL,NORMAL
16:13:14.743,-0.5369,61.46,2.35,7.96,-18.61,1.34,-0.17,NORMAL,NORMAL
16:13:14.844,0.1953,59.33,-1.41,8.78,-18.96,-1.39,-0.87,NORMAL,NORMAL
16:13:14.946,1.1311,57.15,-1.64,11.82,-19.26,-0.44,-0.62,NORMAL,NORMAL
16:13:15.047,-0.1326,54.94,0.94,11.36,-19.51,1.01,1.63,NORMAL,NORMAL
16:13:15.147,-0.5568,52.72,-0.25,9.91,-19.70,-1.74,0.74,NORMAL,NORMAL
16:13:15.248,0.0364,50.48,2.29,9.19,-19.85,0.02,0.32,NORMAL,NORMAL
16:13:15.348,0.6770,48.23,-1.73,9.79,-19.95,-0.13,0.04,NORMAL,NORMAL
16:13:15.449,0.0477,45.96,-0.07,10.44,-20.00,-0.90,-0.73,NORMAL,NORMAL
16:13:15.550,-0.5369,43.70,0.55,9.74,-19.99,-0.67,0.77,NORMAL,NORMAL
16:13:15.650,-0.0176,41.44,0.19,10.53,-19.94,-1.09,0.30,NORMAL,NORMAL
16:13:15.751,0.4676,39.19,0.60,9.11,-19.83,-1.03,-0.13,NORMAL,NORMAL
16:13:15.852,0.1007,36.95,-0.72,10.91,-19.68,0.76,-0.20,NORMAL,NORMAL
16:13:15.953,-0.4700,34.73,-0.65,11.40,-19.47,-1.09,0.60,NORMAL,NORMAL
16:13:16.054,-0.1689,32.53,0.09,9.85,-19.22,0.07,-0.36,NORMAL,NORMAL
16:13:16.155,0.5343,30.36,-0.13,9.87,-18.91,1.63,-0.62,NORMAL,NORMAL
16:13:16.255,0.1427,106.76,-0.83,12.30,-18.56,0.64,0.42,NORMAL,NORMAL
16:13:16.356,-0.4523,108.84,2.00,9.13,-18.16,1.42,0.83,NORMAL,NORMAL
16:13:16.457,-0.1402,110.88,-0.16,10.36,-17.72,-0.06,-2.63,NORMAL,NORMAL
16:13:16.557,0.5000,112.86,-1.49,9.66,-17.23,0.02,-0.41,NORMAL,NORMAL
16:13:16.658,0.1859,114.78,2.91,9.10,-16.70,-0.56,-0.04,NORMAL,NORMAL
16:13:16.759,-0.4372,116.64,2.89,10.90,-16.12,-2.21,-1.01,NORMAL,NORMAL
16:13:16.860,-0.2299,118.43,1.57,9.91,-15.50,0.11,-1.31,NORMAL,NORMAL
16:13:16.969,0.5143,120.29,-2.03,7.31,-14.79,0.23,-0.57,NORMAL,NORMAL
16:13:17.070,0.1072,121.94,1.98,11.07,-14.09,0.87,-0.09,NORMAL,NORMAL
16:13:17.171,-0.3874,123.50,-0.25,9.18,-13.36,0.65,-0.22,NORMAL,NORMAL
16:13:17.272,-0.1994,124.97,1.05,12.60,-12.59,0.96,-0.30,NORMAL,NORMAL
16:13:17.374,0.4403,126.36,-1.47,9.17,-11.78,0.16,0.26,NORMAL,NORMAL
16:13:17.474,0.2616,127.65,-1.51,9.30,-10.96,0.45,-1.18,NORMAL,NORMAL
16:13:17.575,-0.4310,128.84,-0.95,9.12,-10.10,-1.44,0.61,NORMAL,NORMAL
16:13:17.676,-0.1885,129.94,1.22,9.85,-9.22,-0.04,-0.22,NORMAL,NORMAL
16:13:17.777,0.3718,130.93,-0.28,10.19,-8.31,0.46,0.81,NORMAL,NORMAL
16:13:17.878,0.3297,131.82,-1.16,8.91,-7.38,-0.51,-1.35,NORMAL,NORMAL
16:13:17.978,-0.2497,132.61,-0.82,9.68,-6.44,-0.03,0.25,NORMAL,NORMAL
16:13:18.079,-0.3350,133.28,-2.00,9.84,-5.47,-1.18,2.21,NORMAL,NORMAL
16:13:18.180,0.3240,133.85,-3.91,11.85,-4.50,1.11,-0.25,NORMAL,NORMAL
16:13:18.281,0.9685,0.70,-0.37,9.34,-3.51,-1.23,0.30,NORMAL,NORMAL
16:13:18.381,-0.2365,0.36,1.12,9.37,-2.52,0.12,0.53,NORMAL,NORMAL
16:13:18.482,-0.4491,0.13,-1.56,9.41,-1.52,0.13,-0.80,NORMAL,NORMAL
16:13:18.583,0.1108,0.01,0.77,10.41,-0.51,-2.75,0.09,NORMAL,NORMAL
16:13:18.684,0.9441,0.01,-3.46,10.94,0.50,-0.19,-1.25,NORMAL,NORMAL
16:13:18.785,-0.0147,0.13,-2.81,9.68,1.51,0.98,0.37,NORMAL,NORMAL
16:13:18.886,-0.5036,0.36,0.81,9.40,2.52,-0.70,-1.05,NORMAL,NORMAL
16:13:18.987,-0.0048,0.70,-4.39,11.47,3.51,1.32,-0.43,NORMAL,NORMAL
16:13:19.088,0.4887,1.15,1.45,9.76,4.50,0.07,-1.37,NORMAL,NORMAL
16:13:19.188,0.2264,1.72,-4.41,11.40,5.48,-0.89,-0.45,NORMAL,NORMAL
16:13:19.289,-0.4193,2.40,-1.45,10.60,6.44,-1.25,-0.03,NORMAL,NORMAL
16:13:19.390,-0.3401,3.18,1.57,8.75,7.39,-0.30,-0.01,NORMAL,NORMAL
16:13:19.491,0.3283,4.07,2.24,8.90,8.32,-1.18,-0.44,NORMAL,NORMAL
